Term,DocID,Positions
correspond,23,[1570]
correspond,24,"[407, 1289, 1803, 2348]"
correspond,25,[1672]
correspond,26,"[786, 795, 861, 1271, 1938, 2471, 2721, 2790, 3095, 3149, 3286, 3500, 4254, 5424, 5618, 5881]"
correspond,3,[1720]
correspond,7,"[365, 2291, 5089, 6612, 7665, 13953]"
correspond,8,[258]
correspond,9,"[1793, 2279]"
ofcomput,1,[38]
ofbozenbolzano,1,[42]
dominikanerplatz,1,[43]
italyemail,1,[45]
robertoconfalonieri,1,[46]
unibzitabstract,1,[47]
ai,1,"[51, 79, 94, 131, 183, 189, 206, 478, 726, 748, 832, 1713, 3853, 5389, 6055, 6486, 6497, 6510, 7015, 7047, 7078, 7169, 7324, 7625, 8123, 8135, 8139, 8225, 8244, 8255, 8272, 8554, 8658, 8992, 9241, 9559, 9582]"
ai,2,"[180, 252, 283, 313, 401, 457, 524, 540, 585, 622, 625, 690, 776, 844, 1076, 1103, 1149, 1160, 1170, 1214, 1230, 1356, 1385, 1434, 1535, 1595, 1645, 1672, 1728, 1790, 1794, 1811, 1840, 1850, 1895, 1912, 2454, 2465, 2547, 2843, 3402, 3576, 3896, 3957, 4151, 4178, 4228, 4338, 4398, 4686, 4733, 4824, 4847, 4914, 5379, 5408, 5541, 5795, 6045, 6134]"
ai,21,[4839]
ai,22,"[3992, 5859, 8430, 8433]"
ai,24,"[1036, 1057]"
ai,26,[7008]
ai,3,"[15, 82, 102, 221, 232, 239, 246, 262, 310, 346, 353, 372, 382, 466, 557, 636, 656, 758, 764, 773, 780, 791, 797, 812, 814, 839, 851, 854, 859, 862, 929, 950, 1061, 1064, 1070, 1073, 1112, 1125, 1141, 1144, 1149, 1299, 1490, 1502, 1992, 1999, 2013, 2016, 2026, 2075, 2078, 2093, 2106, 2116, 2129, 2131, 2162, 2205, 2216, 2229, 2250, 2367]"
ai,7,"[11, 105, 154, 169, 179, 292, 333, 388, 401, 429, 490, 495, 576, 644, 770, 773, 868, 888, 949, 986, 992, 1230, 1232, 1241, 1252, 1258, 1337, 1462, 1490, 1588, 1929, 2024, 2059, 2423, 2487, 2575, 2604, 2707, 2764, 2930, 5988, 12129, 12251, 13087, 13409, 13451, 13550, 13860, 14374, 14438, 14455, 14487, 14507, 14523, 14652, 14796, 14833, 14839, 14859, 14867, 14874, 14904, 14938, 14958, 15049, 15073, 15094, 15117, 15151, 15173, 15189, 15202, 15217, 15257, 15258, 15276, 15289, 15292, 15295, 15317, 15413, 15434, 15444, 15456, 15505, 15512, 15522, 15533, 15556, 15573, 15601, 15678, 15918, 16282, 16298, 16322, 16643, 16648, 16754, 16771, 16816, 16846, 16859, 16868, 16930, 16988, 17104, 17734, 17736, 17814, 17873, 18830, 18839, 18881, 18893, 18902, 18928, 18940, 18977, 19008, 19028, 19053, 19111, 19152, 19172, 19197, 19366, 19371, 19376, 19418, 19455, 19467, 19514, 19524, 19615, 19641, 19646, 19652, 19654, 19680, 19694, 19700, 19715, 19749, 19838, 19857, 19967, 20021, 20024, 20037, 20148, 20939, 20973, 20986, 20999, 21016, 21546, 23720, 23906, 24859, 24873, 24982, 25472, 25509, 25529, 25640]"
ai,8,"[33, 55, 90, 125, 134, 148, 220, 228, 515, 623, 626, 631, 657, 965, 1078, 1204, 1213, 1215, 1278, 1395, 1404, 1524, 1540, 1674, 1725, 1740, 1747, 1749, 2043, 2351, 2387, 2438, 2444, 2466, 2543, 2551, 2563, 2688, 2783, 2791, 2816, 2823, 2840, 2853, 2856, 3215, 3218, 3250, 3257, 3260, 3262, 3440, 3447, 3663, 4024, 4560]"
been,1,"[52, 108, 201, 473, 498, 620, 1303, 1362, 2976, 3160, 3333, 3576, 3579, 3879, 4158, 4382, 5292, 6403, 6514, 6522, 6699, 7085, 7234, 7526, 7544]"
been,11,"[202, 550, 587]"
been,12,"[77, 85, 231, 245, 377, 431, 441, 733, 831, 966, 1077, 1164, 1524, 1725, 1993, 2032, 2044, 2280, 2377, 2581, 2997, 3058, 3108, 3135, 3191, 3658, 3736, 3805, 3927, 3960, 4215, 4323, 4714, 4901, 5103, 5211, 5257, 5382, 5939, 6158, 6165, 6404, 6447, 6588, 6605, 6902, 7081, 7248, 7289, 7682, 7758, 7792, 7867, 7929, 8049, 8097, 8341, 8512, 8712, 8718, 8790]"
been,13,[283]
been,14,[283]
been,15,"[49, 186, 264, 282, 967, 1097, 1101, 1118, 1199, 1328, 1671, 2126, 3126, 3181, 3609, 3913, 4703, 5794, 5893, 7248]"
been,16,"[150, 518, 568, 597, 603, 620, 778, 1126, 1263, 1694, 3204, 3629, 4672, 4687, 4883, 4958, 4991, 5001, 5008, 5035, 5054, 5173, 5314, 5340, 5525, 5555, 5703, 5768, 5824, 5864, 5908, 5928, 5959]"
been,17,"[97, 1380, 1389]"
been,18,[73]
been,2,"[99, 840, 958, 964, 1564, 2066, 2824, 3229, 3389, 3529, 3643, 3892, 3982, 4122]"
been,21,"[127, 186, 233, 285, 294, 741, 1624, 4246]"
been,22,"[998, 1665, 3127, 4039, 4478, 9097, 9434, 9980, 10188]"
been,23,"[23, 179, 265, 279, 285, 717]"
been,24,"[327, 388, 495, 568, 577, 603, 1628, 1670, 1791]"
been,25,"[347, 526, 596, 606, 1301, 1329, 2397, 2754]"
been,26,"[135, 502, 1535, 2297, 2314, 7256, 7533]"
been,3,"[777, 953, 1582]"
been,7,"[882, 1478, 1883, 2249, 3076, 3644, 4392, 4989, 5859, 5872, 5971, 6175, 6196, 6363, 6379, 6758, 6878, 6897, 7352, 7680, 7810, 7972, 8175, 8444, 8707, 8851, 9531, 9583, 9620, 9661, 9674, 10950, 11002, 11302, 11625, 12773, 13004, 13336, 13416, 13439, 13769, 13853, 13906, 13924, 14006, 14142, 14440, 14634, 16529, 16586, 17043, 17129, 17960, 18148, 18356, 18805, 19221, 19273, 19357, 19406]"
been,8,"[34, 2800]"
been,9,"[228, 473, 587, 602, 1004]"
reviv,1,[53]
topic,1,"[54, 657, 3860, 7167, 7227]"
topic,12,"[4183, 5652, 7499, 8197, 8338, 8465, 8473, 8600, 8620, 8906]"
topic,15,[3278]
topic,16,"[5823, 8613]"
topic,2,[4130]
topic,22,[7162]
topic,3,"[349, 470]"
topic,7,"[2038, 3087, 19238]"
ofact,1,[55]
by,1,"[57, 159, 281, 335, 361, 376, 503, 788, 805, 1249, 1305, 1411, 1428, 1605, 1610, 1702, 1803, 1901, 1960, 1977, 1993, 2045, 2055, 2132, 2182, 2190, 2233, 2310, 2321, 2450, 2467, 2480, 2613, 2646, 2708, 2725, 2819, 2836, 2876, 2986, 3080, 3150, 3182, 3201, 3218, 3238, 3255, 3278, 3335, 3351, 3466, 3511, 3528, 3545, 3552, 3716, 3751, 3954, 3971, 4072, 4110, 4160, 4307, 4357, 4497, 4514, 4613, 4621, 4656, 4692, 4798, 4980, 4997, 5050, 5199, 5377, 5419, 5436, 5525, 5677, 5835, 5857, 5930, 5990, 6005, 6022, 6133, 6213, 6250, 6361, 6378, 6418, 6557, 6876, 6938, 6955, 7032, 7322, 7330, 7350, 7367, 7464, 7824, 7841, 8354, 8371, 8786, 8901, 8918, 9400, 9417, 9636, 9653]"
by,11,"[288, 525, 617, 1045]"
by,12,"[45, 112, 260, 386, 443, 535, 558, 767, 1015, 1134, 1245, 1316, 1330, 1492, 1506, 1596, 2046, 2136, 2147, 2266, 2282, 2343, 2361, 2385, 2438, 2546, 2564, 2753, 3048, 3077, 3279, 3306, 3402, 3540, 3672, 3685, 3690, 3833, 3859, 3940, 4044, 4099, 4124, 4132, 4150, 4220, 4385, 4402, 4609, 4721, 4797, 4888, 4902, 4970, 5013, 5034, 5150, 5157, 5213, 5322, 5343, 5384, 5387, 5508, 5533, 5772, 5824, 6315, 6339, 6352, 6389, 6490, 6662, 6675, 6763, 6810, 6881, 6929, 7119, 7259, 7328, 7413, 7450, 7531, 7535, 7549, 7582, 7626, 7719, 7734, 7852, 7949, 8017, 8199, 8300, 8450, 8454, 9022, 9198, 9212, 9555, 9647, 9938, 10456, 11007, 11242, 13788]"
by,13,"[227, 242, 260, 309, 327, 413, 460, 478, 602, 620, 703, 721, 801, 819, 919, 937, 1001, 1086, 1104, 1279, 1297, 1430, 1483, 1498, 1516, 1643, 1661, 1781, 1799, 1872, 1890, 1963, 1981, 2019, 2042, 2060, 2102, 2120, 2175, 2193, 2277, 2295, 2317, 2347, 2389, 2407, 2458, 2476, 2552, 2591, 2609, 2699, 2717, 2789, 2807, 2911, 2932, 2949, 2964, 2976, 2994, 3067, 3107, 3125, 3265, 3283, 3441, 3449, 3467, 3524, 3542, 3661, 3679, 3788, 3806, 4005, 4023, 4139, 4212, 4230, 4431, 4449, 4643, 4661, 4862, 4880, 4979, 4997]"
by,14,"[227, 242, 260, 309, 327, 413, 460, 478, 602, 620, 703, 721, 801, 819, 919, 937, 1001, 1086, 1104, 1279, 1297, 1430, 1483, 1498, 1516, 1643, 1661, 1781, 1799, 1872, 1890, 1963, 1981, 2019, 2042, 2060, 2102, 2120, 2175, 2193, 2277, 2295, 2317, 2347, 2389, 2407, 2458, 2476, 2552, 2591, 2609, 2699, 2717, 2789, 2807, 2911, 2932, 2949, 2964, 2976, 2994, 3067, 3107, 3125, 3265, 3283, 3441, 3449, 3467, 3524, 3542, 3661, 3679, 3788, 3806, 4005, 4023, 4139, 4212, 4230, 4431, 4449, 4643, 4661, 4862, 4880, 4979, 4997]"
by,15,"[92, 112, 124, 163, 266, 596, 654, 987, 998, 1074, 1080, 1211, 1225, 1233, 1469, 1494, 1642, 2084, 2104, 2401, 2468, 2487, 2622, 2840, 2876, 2941, 3068, 4500, 4690, 4805, 5062, 5750, 5924, 6831, 7029, 7219]"
by,16,"[292, 465, 773, 975, 1008, 1027, 1111, 1168, 1327, 1338, 1342, 1346, 1505, 1526, 1649, 1868, 1894, 1909, 1913, 1934, 1940, 1975, 2062, 2318, 2343, 2496, 2711, 2732, 2759, 2858, 2885, 2915, 2942, 2946, 3081, 3110, 3115, 3130, 3167, 3206, 3213, 3276, 3337, 3407, 3726, 3736, 3753, 3847, 4087, 4114, 4246, 4289, 4352, 4393, 4847, 4886, 4891, 5023, 5133, 5299, 5399, 5433, 5451, 5467, 5545, 5689, 5831, 5947, 5962, 6465, 6505, 6572, 6797, 7007, 7423, 7705, 7844, 7989, 8201, 8255, 8332, 8350, 8902, 9129, 9250, 9673]"
by,17,"[241, 419, 637, 753, 764, 915, 920, 929, 968, 982, 1070, 1219, 1391, 1434, 1568, 1728, 3056, 3321, 3536, 3788, 3916, 3988, 4071, 4134, 4162, 4427, 4496, 4568, 4589, 4686, 4728, 4774, 4958, 4970, 4990, 5068, 5126, 5444, 5457, 5477]"
by,18,"[75, 138, 145, 338, 410, 466, 747, 1206, 1348, 1619, 1649, 1873, 1888, 2769]"
by,2,"[359, 430, 593, 598, 611, 894, 898, 907, 997, 1594, 1999, 2019, 2162, 2172, 2239, 2419, 2485, 2492, 2498, 2769, 2854, 2878, 2957, 2967, 2981, 3084, 3121, 3295, 4196, 4207, 4263, 4279, 4289, 4301, 4490, 4521, 4803, 5736, 5950, 6113]"
by,21,"[104, 430, 538, 691, 794, 797, 902, 1251, 1769, 1865, 1924, 2030, 2350, 2686, 2742, 2772, 2896, 2955, 3060, 3131, 3589, 3706, 3906, 3922, 4325]"
by,22,"[62, 223, 300, 517, 628, 740, 1699, 1887, 1991, 2066, 2076, 2152, 2246, 2353, 2417, 2602, 2801, 2869, 2905, 3057, 3253, 3336, 3419, 4230, 4343, 4377, 4432, 4548, 4696, 4831, 5200, 5215, 5391, 5915, 5974, 6496, 6554, 6639, 6714, 6871, 6905, 7106, 7121, 7177, 7295, 7522, 7714, 7916, 8275, 8648, 8883, 8984, 9195, 9888, 10759, 11953]"
by,23,"[37, 56, 104, 156, 198, 337, 627, 760, 1056, 1136, 1166, 1196, 1374, 1395, 1451, 1614, 1728, 1767]"
by,24,"[6, 87, 174, 280, 398, 411, 591, 614, 689, 784, 801, 1045, 1283, 1328, 1409, 1449, 1459, 1532, 1551, 1849, 1860, 2390, 2851]"
by,25,"[40, 74, 555, 567, 572, 591, 738, 830, 836, 1296, 1303, 1480, 1491, 1534, 1602, 1738, 1794, 1851, 1872, 1908, 2198, 2226, 2399, 2654, 2662, 2681, 2756, 3253]"
by,26,"[153, 270, 282, 295, 300, 553, 766, 874, 915, 968, 1126, 1162, 1459, 1566, 1590, 1747, 2054, 2135, 2166, 2211, 2256, 2271, 2411, 2428, 2447, 2512, 3251, 3621, 3988, 4090, 4533, 4566, 4785, 5135, 5180, 5407, 5673, 5920, 5996, 6074, 6084, 6160, 6202, 6280, 6285, 6330, 6929]"
by,3,"[187, 231, 250, 411, 449, 455, 489, 494, 501, 538, 733, 835, 900, 919, 1069, 1130, 1140, 1151, 1335, 1357, 2068, 2233]"
by,7,"[140, 271, 414, 424, 489, 553, 649, 709, 852, 982, 1072, 1086, 1123, 1264, 1357, 1549, 1563, 1616, 1741, 1798, 1850, 1978, 2050, 2306, 2464, 2478, 2500, 2634, 2677, 2725, 2744, 2758, 2854, 2879, 2889, 2896, 2902, 3083, 3130, 3168, 3305, 3312, 3328, 3439, 3552, 3589, 3622, 3646, 3663, 3727, 3742, 3747, 3833, 3836, 3847, 3920, 3968, 4049, 4133, 4152, 4224, 4311, 4313, 4328, 4331, 4350, 4410, 4422, 4429, 4433, 4442, 4459, 4489, 4551, 4568, 4583, 4593, 4612, 4625, 4630, 4701, 4725, 4793, 4864, 5054, 5072, 5092, 5256, 5343, 5620, 5731, 5738, 5918, 5949, 6039, 6043, 6094, 6104, 6116, 6136, 6192, 6246, 6369, 6417, 6572, 6833, 7115, 7124, 7144, 7248, 7322, 7402, 7480, 7520, 7539, 7558, 7576, 7595, 7627, 7736, 7748, 7817, 7836, 7910, 7952, 7968, 7982, 7992, 8089, 8192, 8215, 8256, 8428, 8478, 8509, 8528, 8610, 8749, 8895, 8939, 8946, 8950, 8964, 9051, 9100, 9361, 9440, 9586, 9701, 9730, 9782, 9892, 10055, 10119, 10229, 10264, 10543, 10604, 10661, 10862, 10923, 10979, 10988, 11014, 11026, 11103, 11133, 11290, 11394, 11421, 11457, 11467, 11524, 11594, 11730, 11864, 11933, 12218, 12236, 12480, 12795, 12858, 12875, 13017, 13233, 13357, 13486, 13564, 13588, 13745, 13771, 14054, 14164, 14210, 14351, 14494, 14602, 14656, 14665, 14676, 14755, 14787, 14806, 15201, 15215, 15301, 15343, 15356, 15451, 15635, 15721, 15740, 15747, 15807, 15961, 16405, 16758, 16783, 16802, 16973, 17037, 17345, 17371, 17533, 17571, 17582, 17825, 17962, 17985, 17996, 18201, 18358, 18550, 18824, 18866, 19239, 19248, 19290, 19310, 19488, 19562, 19608, 19636, 19647, 20766, 20960, 21510, 21764, 22354, 22472, 22490, 22508, 22855, 23007, 23045, 23243, 23896, 24501, 24666, 24742, 25294, 25473, 25998]"
by,8,"[133, 798, 871, 930, 1057, 1361, 1376, 1453, 1588, 1600, 2033, 2243, 2433, 2440, 2568, 2593, 2662, 2716, 2758, 2898, 2912, 3126, 4282, 4414]"
by,9,"[84, 122, 261, 368, 420, 440, 475, 542, 607, 779, 825, 898, 940, 958, 1006, 1057, 1338, 1483, 1501, 1586, 1641, 2016, 2238, 2256, 2317, 2335]"
need,1,"[58, 946, 1814, 5709, 5729, 6453, 6463, 6764, 6781, 7196, 8566]"
need,11,"[474, 741]"
need,12,"[96, 350, 3463, 8030, 8158, 8202, 8215, 8229, 8411]"
need,15,"[94, 538, 581, 2310]"
need,16,"[2826, 2847, 3493, 4434, 4949]"
need,17,"[557, 892, 912, 1014, 1059, 1483, 1684, 2192, 2260, 2420, 3071, 3436, 3955, 3971, 4244, 4281, 4533, 4724, 4867, 4903, 5241]"
need,18,"[329, 782, 1010, 2047, 2102, 3393]"
need,2,"[521, 619, 2749, 2921, 4074, 4173]"
need,21,"[3529, 3833, 5404]"
need,22,"[9048, 10044]"
need,23,"[127, 162]"
need,24,"[709, 1964]"
need,25,"[1151, 1170, 1440]"
need,26,"[535, 885, 1074, 1454, 1622, 2338, 2369, 3026, 6366]"
need,3,"[868, 875, 893, 1519, 2009]"
need,7,"[483, 866, 1173, 1608, 1888, 2012, 2022, 2736, 3272, 3320, 4136, 5150, 5189, 5245, 5288, 5292, 5331, 5377, 5380, 5392, 5405, 5417, 5427, 6746, 7823, 12001, 12022, 12122, 12241, 12249, 12625, 12716, 12851, 13255, 13372, 13525, 14200, 14427, 14471, 14535, 14586, 17745, 18954, 19164, 19228, 19482, 20034, 24602]"
need,8,"[2789, 3657]"
need,9,"[838, 1198, 1378]"
convey,1,"[59, 447, 1547]"
convey,7,"[2237, 3916, 6821, 9152, 12624, 13384, 14094, 19474]"
safeti,1,[60]
safeti,2,"[692, 787]"
safeti,7,"[13850, 14642, 15473, 18898, 18919, 19006, 25181, 25430]"
trust,1,"[61, 375, 443, 1021, 1500, 1548, 3449, 7798, 9204]"
trust,2,"[354, 523, 621, 684, 780, 1153, 1166, 1264, 1288, 1789, 2087]"
trust,3,[2128]
trust,7,"[798, 1993, 2010, 2660, 2940, 2990, 3014, 12802, 13821, 16961, 20064, 20128]"
user,1,"[62, 307, 353, 403, 417, 442, 451, 882, 993, 1006, 1020, 1159, 1163, 1175, 1244, 1337, 1449, 1493, 1509, 1524, 1531, 1674, 1763, 1915, 2006, 2027, 2047, 2057, 2111, 2174, 2180, 3655, 3665, 3806, 3902, 4031, 4056, 4073, 4094, 4111, 4174, 4186, 4192, 4230, 4246, 4275, 4291, 4312, 4317, 4345, 4430, 4439, 4484, 4525, 4597, 4642, 4649, 4657, 4682, 4710, 4716, 4764, 4769, 4792, 4804, 4831, 4840, 4961, 4970, 6205, 6252, 6400, 6468, 6574, 6753, 6757, 6810, 7729, 7810, 7915, 7941, 8088, 8701, 8730, 8757, 9066, 9253]"
user,12,[11009]
user,15,"[5862, 5881]"
user,16,[3942]
user,17,"[1107, 3879]"
user,18,"[390, 579, 781, 1145, 1173, 1269, 1297, 1468, 1559, 1636, 1651, 1662, 1699, 1821, 1889, 2020, 2025, 2099, 2387]"
user,2,"[1787, 4138, 4156]"
user,22,"[6903, 7152, 7178]"
user,23,[831]
user,25,[1169]
user,3,"[74, 190, 227, 702, 847, 856, 2112]"
user,7,"[1835, 1990, 2675, 2851, 2887, 2894, 3219, 3234, 3324, 3532, 3556, 3585, 3601, 3858, 3862, 4148, 4177, 4542, 5007, 5238, 5258, 5453, 5467, 5622, 5920, 6215, 6248, 6418, 6546, 6601, 6642, 8153, 8416, 13032, 13179, 13259, 13304, 13812, 13960, 14119, 14416, 15233, 16376, 17826, 17831, 17842, 17975, 18202, 20155, 20467, 20581]"
user,8,"[527, 1573, 2152]"
how,1,"[63, 143, 152, 613, 633, 696, 709, 956, 1033, 1246, 1356, 2053, 2063, 2220, 2851, 3403, 3678, 4274, 5983, 6615, 7082, 7487, 8083, 9613]"
how,12,"[860, 1360, 2554, 2617, 2922, 3167, 7340, 7761, 9300, 11110, 11511, 12304]"
how,13,"[1025, 1033, 1427, 4294]"
how,14,"[1025, 1033, 1427, 4294]"
how,15,"[570, 2331, 2999, 3036, 4854, 4903, 4913, 4924, 5523, 6298]"
how,16,"[1608, 2598, 2719, 6773]"
how,17,"[483, 748, 1032, 2672, 3731, 4110, 4535]"
how,18,"[1500, 1870]"
how,2,"[568, 1629, 2254, 3207, 4241, 4503, 5082]"
how,21,"[168, 338, 508, 1053, 3349, 3624, 4114]"
how,22,"[124, 1293, 1459, 3746, 5147, 6288, 6800, 6972, 7608, 8072, 9152, 9189, 10204, 10351]"
how,23,[999]
how,24,"[218, 2353]"
how,25,"[870, 1529, 2751]"
how,26,[4827]
how,3,"[665, 1607, 2265]"
how,7,"[485, 1443, 1506, 1603, 2282, 2292, 3733, 4179, 4603, 5066, 5511, 6202, 6607, 6952, 7166, 8599, 8648, 8965, 9321, 9336, 10075, 10654, 10677, 10720, 10727, 10851, 11520, 11539, 12733, 12764, 14067, 14348, 14858, 15162, 15609, 15637, 16810, 17556, 17938, 18160, 18172, 18854, 20566, 21364, 23071, 24523]"
how,9,"[70, 114, 119]"
whi,1,"[64, 386, 854, 955, 1079, 2043, 2072, 3588, 3876, 6207, 6675, 6680, 7317, 8186, 9202, 9477]"
whi,12,"[956, 7569, 9235]"
whi,16,[2107]
whi,2,"[486, 749, 770, 2344, 5706]"
whi,22,[4813]
whi,3,"[698, 709, 1919]"
whi,7,"[1441, 1485, 1492, 1822, 2480, 2659, 2669, 2680, 2690, 2701, 3179, 5867, 6172, 6756, 8133, 8724, 9617, 11666, 11735, 13050, 13106, 13112, 14111, 16375, 19912, 20062, 21031, 21960, 22285, 24946]"
autom,1,"[65, 291, 9480, 9502]"
autom,12,"[2370, 2400]"
autom,13,"[1255, 4346]"
autom,14,"[1255, 4346]"
autom,15,"[730, 762, 790, 1761, 4802, 6050]"
autom,16,"[4128, 7335, 9457]"
autom,18,[2570]
autom,2,[3312]
autom,21,[4255]
autom,7,"[13868, 19681, 20130, 20503, 20807, 24949]"
autom,8,"[1426, 3802]"
decisionmak,1,"[66, 1126, 1437, 5169, 6064, 6116, 9481]"
decisionmak,15,[3154]
decisionmak,2,"[1354, 1670]"
decisionmak,26,[700]
decisionmak,3,[837]
decisionmak,7,"[696, 13166, 19691, 24950]"
differ,1,"[67, 129, 476, 614, 666, 673, 733, 921, 1158, 1357, 1434, 1438, 2158, 2173, 2178, 3055, 3887, 4241, 4280, 4322, 4419, 4475, 4568, 4833, 4906, 5269, 5541, 6457, 6473, 7139, 7161, 7175, 7336, 7483, 7905]"
differ,11,[296]
differ,12,"[798, 1355, 2101, 2114, 2315, 2513, 2720, 2944, 3043, 4360, 4432, 4877, 5302, 5448, 6800, 7105, 7152, 7240, 7244, 8846, 8968, 10103, 10106, 12387]"
differ,13,"[651, 1154, 1355, 2541, 2837]"
differ,14,"[651, 1154, 1355, 2541, 2837]"
differ,15,"[160, 426, 467, 471, 849, 1043, 1166, 1254, 1688, 1975, 1987, 2107, 2169, 2366, 2416, 2498, 2712, 3061, 3139, 3229, 3508, 3655, 3769, 3911, 3930, 4062, 4118, 4299, 4426, 4789, 4897, 4925, 5020, 5198, 5211, 5268, 5366, 5455, 5884]"
differ,16,"[1064, 1374, 1847, 2141, 2201, 2655, 2934, 3973, 4106, 4447, 4484, 5484, 5885, 5905]"
differ,18,"[392, 403, 598, 991, 1006, 1018, 1035, 1045, 1070, 1087, 1166, 1177, 1875, 1891, 1975, 1990, 2008, 2098, 2100, 2110, 2118]"
differ,21,"[249, 1418, 1561, 1567, 1678, 1896, 2942, 2966, 3098, 3383, 3491, 3606, 4121, 4163]"
differ,22,"[85, 696, 869, 993, 1112, 1327, 1511, 1680, 1727, 2326, 2378, 2483, 2590, 3691, 3956, 4108, 4942, 5041, 5294, 5324, 5329, 5334, 5336, 5353, 5880, 5925, 5985, 5995, 6007, 6093, 6130, 6172, 6196, 6882, 6912, 7055, 7286, 7639, 7680, 7710, 7828, 7894, 7901, 7984, 8227, 8229, 10155, 10161, 10183]"
differ,23,"[93, 209, 290, 454, 743, 1192, 1235, 1347, 1383, 1486, 1519, 1618, 1821]"
differ,25,"[757, 768, 1238, 1377, 1459, 1696, 1777, 2601, 2866, 2875, 2885, 3048]"
differ,26,"[190, 408, 1587, 1749, 1791, 1804, 1810, 2095, 2653, 2659, 3039, 4013, 4097, 4123, 4127, 4172, 4298, 4589, 5126, 5288, 5348, 5397, 5459, 6008, 6024, 6118, 6128]"
differ,7,"[243, 1065, 1103, 1316, 1524, 1748, 1915, 2470, 2514, 2719, 2726, 2774, 2799, 3422, 3724, 3757, 3808, 4142, 4164, 4259, 4401, 4720, 4881, 5011, 5074, 5543, 5564, 5829, 5853, 6046, 6967, 7004, 7412, 7657, 7760, 8388, 8861, 9453, 9851, 10170, 10300, 10389, 10534, 10587, 10737, 10815, 10903, 11435, 11672, 11779, 11943, 12915, 12952, 13305, 13632, 13669, 14970, 15452, 15572, 15809, 15884, 16075, 16089, 16099, 16102, 16266, 16601, 16976, 16990, 17086, 17124, 17229, 17374, 17480, 17668, 17674, 17686, 17720, 18065, 18410, 18652, 18867, 19020, 19242, 19277, 19307, 21389, 23570, 23689]"
differ,8,"[1549, 2664, 2679, 2743, 3508]"
differ,9,"[31, 1725, 1746, 1754, 1769]"
applic,1,"[68, 223, 437, 524, 806, 1429, 1978, 2468, 2726, 3219, 3295, 3546, 3631, 3972, 4515, 4998, 5437, 6023, 6379, 6550, 6956, 7368, 7842, 8372, 8406, 8919, 9055, 9368, 9418, 9654]"
applic,12,"[1783, 2218, 3872, 4016, 4683, 8140, 8311, 8493, 8527, 9371, 9663, 9846, 10109, 10995, 12211, 12326, 12752, 13070, 13420, 13561]"
applic,13,"[328, 479, 516, 621, 722, 820, 938, 1105, 1298, 1517, 1662, 1800, 1891, 1982, 2061, 2121, 2194, 2296, 2408, 2477, 2610, 2632, 2718, 2808, 2995, 3126, 3142, 3284, 3468, 3543, 3680, 3807, 4024, 4231, 4450, 4662, 4881, 4899, 4998]"
applic,14,"[328, 479, 516, 621, 722, 820, 938, 1105, 1298, 1517, 1662, 1800, 1891, 1982, 2061, 2121, 2194, 2296, 2408, 2477, 2610, 2632, 2718, 2808, 2995, 3126, 3142, 3284, 3468, 3543, 3680, 3807, 4024, 4231, 4450, 4662, 4881, 4899, 4998]"
applic,15,"[25, 255, 332, 509, 915, 958, 972, 1733, 1833, 2775, 2790, 3371, 3378, 3385, 3427, 3432, 3462, 3467, 3494, 3628, 5952, 6626, 6744, 6848, 7011]"
applic,16,"[43, 128, 156, 333, 364, 593, 633, 766, 880, 4552, 4872, 4892, 4928, 4981, 5047, 5089, 5124, 5253, 5326, 5382, 5439, 5772, 5906, 5933, 6100, 6246, 6397, 7963, 8754, 8809, 9569, 9580]"
applic,17,"[345, 454, 1614]"
applic,18,"[1088, 1105, 2019, 2325, 2351]"
applic,2,"[120, 315, 345, 630, 694, 789, 2103, 3065, 4014, 4571]"
applic,21,"[139, 253, 258, 454, 482, 851, 942, 979, 987, 1233, 1581, 1588, 2658, 3723, 3983, 4314, 5564, 5709]"
applic,22,"[763, 1232, 5551, 5743, 9171, 9426, 9463, 10436, 11100, 11270, 11348, 11741, 11896]"
applic,23,"[113, 194, 216, 291]"
applic,24,"[203, 2630]"
applic,25,"[897, 1134, 1141, 1188]"
applic,26,"[384, 495, 605, 1544, 4235, 4998, 6164]"
applic,3,[208]
applic,7,"[119, 994, 2471, 2708, 5327, 5981, 6021, 6649, 6708, 6884, 6978, 7883, 7892, 9234, 12916, 14598, 14690, 14703, 16637, 16778, 17050, 17529, 17706, 19233, 20115, 20328, 20452, 21920, 22063, 22241, 22327, 22368, 22382, 22387, 22404, 22430, 22462, 22515, 22525, 22558, 22585, 22609, 22639, 22653, 22670, 23832, 24103, 24688, 24699, 25836, 25914, 25984]"
applic,8,"[153, 622, 1276, 1673, 2852, 3222, 3259, 3295, 3759]"
applic,9,"[959, 1502, 2257, 2336]"
such,1,"[69, 225, 705, 1096, 1259, 1266, 1657, 2815, 2894, 3047, 3244, 3807, 3840, 3893, 4239, 4400, 4422, 4689, 4800, 5066, 5085, 5164, 5381, 5705, 6227, 6607, 6897, 7326, 7384]"
such,11,"[164, 184, 398, 445]"
such,12,"[392, 1465, 1528, 2223, 2979, 4506, 4728, 5265, 5451, 6874, 7128, 7217, 7813, 8110, 8316, 8558, 8567, 8671, 8729, 8911]"
such,13,"[77, 2436, 2863, 3171, 3697, 3724]"
such,14,"[77, 2436, 2863, 3171, 3697, 3724]"
such,15,"[59, 1421, 1838, 2127, 2286, 2484, 2886, 2897, 3526, 4076, 4209, 7285]"
